line,status,message,path,current,new,entity_type,entity_id,old_name_ar
166,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > إلين وير","إلين وير",Alienware,,,
167,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > إم إس آي","إم إس آي",MSI,,,
168,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > إن إي سي","إن إي سي",NEC,,,
169,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > إي تشيبس","إي تشيبس",Echips,,,
170,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > إيداتا",إيداتا,Aidata,,,
171,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > إيفرست",إيفرست,Everest,,,
172,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > إيكوتك",إيكوتك,Icotech,,,
173,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > باكارد بيل غيتو","باكارد بيل غيتو","Packard Bell",,,
174,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > باناسونيك",باناسونيك,Panasonic,,,
175,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > براذر",براذر,Brother,,,
176,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > بروبوك",بروبوك,Probook,,,
177,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > بياك",بياك,Peaq,,,
178,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > بيكو",بيكو,Beko,,,
179,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > تشوي",تشوي,Chuwi,,,
180,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > تصميم بورش","تصميم بورش","Porsche Design",,,
181,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > تكنو",تكنو,Tecno,,,
182,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > تكنوبك",تكنوبك,Technopc,,,
183,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > توشيبا",توشيبا,Toshiba,,,
184,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > تيجويس",تيجويس,Tigoes,,,
185,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > تيكلاست",تيكلاست,Teclast,,,
186,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > جامبرز",جامبرز,Jumper,,,
187,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > جوجل",جوجل,Google,,,
188,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > جيتاك",جيتاك,Getac,,,
189,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > جيجابايت",جيجابايت,Gigabyte,,,
190,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > داترون",داترون,Datron,,,
191,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > ديل",ديل,Dell,,,
192,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > ريدر",ريدر,Reeder,,,
193,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > ريزر استرا","ريزر استرا",Razer,,,
194,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > سامسونج",سامسونج,Samsung,,,
195,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > سوني",سوني,Sony,,,
196,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > سي بوكس","سي بوكس",Cbox,,,
197,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > صني",صني,Sunny,,,
198,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > طرد كوادرو","طرد كوادرو",Quadro,,,
199,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > غرونديغ",غرونديغ,Grundig,,,
200,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > غيتواي",غيتواي,Gateway,,,
201,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > فوجيتسو سيمنز ستيف","فوجيتسو سيمنز ستيف","Fujitsu Siemens",,,
202,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > فوجيتسو غيل","فوجيتسو غيل",Fujitsu,,,
203,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > فيستل",فيستل,Vestel,,,
204,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > فيكتور",فيكتور,Victor,,,
205,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > كاسبر",كاسبر,Casper,,,
206,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > كريا",كريا,Crea,,,
207,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > كوانتم أسترا","كوانتم أسترا",Quantum,,,
208,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > كومبانتال",كومبانتال,Compaq,,,
209,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > لينوفو دومينيشن","لينوفو دومينيشن",Lenovo,,,
210,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > مايكروسوفت غيل","مايكروسوفت غيل",Microsoft,,,
211,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > مونستر",مونستر,Monster,,,
212,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > ميتريفو",ميتريفو,Mechrevo,,,
213,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > ميديون علي","ميديون علي",Medion,,,
214,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > نوفاتيك",نوفاتيك,Novatech,,,
215,not_found,"Category not found: سلع مستعملة وجديدة","سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك > لابتوبات > هاير",هاير,Haier,,,
