رقم,الإجراء المطلوب,المسار الحالي,الاسم الحالي,الاسم الصحيح الجديد
925,تعديل الاسم,المركبات > رباعية الدفع > موتوران,موتوران,Motoran
926,تعديل الاسم,المركبات > رباعية الدفع > مونديال,مونديال,Mondial
927,تعديل الاسم,المركبات > رباعية الدفع > هوندا,هوندا,Honda
928,تعديل الاسم,المركبات > رباعية الدفع > يوكي,يوكي,Yuki
929,تعديل الاسم,المركبات > سيارات > أبارث,أبارث,Abarth
930,تعديل الاسم,المركبات > سيارات > أرورا,أرورا,Arora
931,تعديل الاسم,المركبات > سيارات > ألبين,ألبين,Alpine
932,تعديل الاسم,المركبات > سيارات > أنادول,أنادول,Anadol
933,تعديل الاسم,المركبات > سيارات > أوبل,أوبل,Opel
934,تعديل الاسم,المركبات > سيارات > أودي,أودي,Audi
935,تعديل الاسم,المركبات > سيارات > أورتي,أورتي,Orti
936,تعديل الاسم,المركبات > سيارات > أيون,أيون,Aion
937,تعديل الاسم,المركبات > سيارات > إنفينيتي,إنفينيتي,Infiniti
938,تعديل الاسم,المركبات > سيارات > إيغل,إيغل,Eagle
939,تعديل الاسم,المركبات > سيارات > إيكو,إيكو,IKCO
940,تعديل الاسم,المركبات > سيارات > استون مارتن,استون مارتن,Aston Martin
941,تعديل الاسم,المركبات > سيارات > الفا روميو,الفا روميو,Alfa Romeo
942,تعديل الاسم,المركبات > سيارات > بروتون,بروتون,Proton
943,تعديل الاسم,المركبات > سيارات > بليموث,بليموث,Plymouth
944,تعديل الاسم,المركبات > سيارات > بنتلي,بنتلي,Bentley
945,تعديل الاسم,المركبات > سيارات > بورش,بورش,Porsche
946,تعديل الاسم,المركبات > سيارات > بولستار,بولستار,Polestar
947,تعديل الاسم,المركبات > سيارات > بونتياك,بونتياك,Pontiac
948,تعديل الاسم,المركبات > سيارات > بويك,بويك,Buick
949,تعديل الاسم,المركبات > سيارات > بي إم دبليو,بي إم دبليو,BMW
950,تعديل الاسم,المركبات > سيارات > بي واي دي,بي واي دي,BYD
951,تعديل الاسم,المركبات > سيارات > بيجو,بيجو,Peugeot
952,تعديل الاسم,المركبات > سيارات > تاتا,تاتا,Tata
953,تعديل الاسم,المركبات > سيارات > تسلا,تسلا,Tesla
954,تعديل الاسم,المركبات > سيارات > توغ,توغ,TOGG
955,تعديل الاسم,المركبات > سيارات > توفاش,توفاش,Tofaş
956,تعديل الاسم,المركبات > سيارات > تويوتا,تويوتا,Toyota
957,تعديل الاسم,المركبات > سيارات > جاكوار,جاكوار,Jaguar
958,تعديل الاسم,المركبات > سيارات > جيلي,جيلي,Geely
959,تعديل الاسم,المركبات > سيارات > داسيا,داسيا,Dacia
960,تعديل الاسم,المركبات > سيارات > دايهاتسو,دايهاتسو,Daihatsu
961,تعديل الاسم,المركبات > سيارات > دايو,دايو,Daewoo
962,تعديل الاسم,المركبات > سيارات > دودج,دودج,Dodge
963,تعديل الاسم,المركبات > سيارات > دي إس أوتوموبيلز,دي إس أوتوموبيلز,DS Automobiles
964,تعديل الاسم,المركبات > سيارات > ذا لندن تاكسي,ذا لندن تاكسي,The London Taxi
965,تعديل الاسم,المركبات > سيارات > روفر,روفر,Rover
966,تعديل الاسم,المركبات > سيارات > رولز رويس,رولز رويس,Rolls-Royce
967,تعديل الاسم,المركبات > سيارات > ريدر,ريدر,Reeder
968,تعديل الاسم,المركبات > سيارات > ريغال رابتور,ريغال رابتور,Regal Raptor
969,تعديل الاسم,المركبات > سيارات > ريلايف,ريلايف,Relive
970,تعديل الاسم,المركبات > سيارات > رينو,رينو,Renault
971,تعديل الاسم,المركبات > سيارات > رينوول,رينوول,Rainwoll
972,تعديل الاسم,المركبات > سيارات > ساب,ساب,Saab
973,تعديل الاسم,المركبات > سيارات > سايبا,سايبا,Saipa
974,تعديل الاسم,المركبات > سيارات > سكودا,سكودا,Skoda
975,تعديل الاسم,المركبات > سيارات > سمارت,سمارت,Smart
976,تعديل الاسم,المركبات > سيارات > سوبارو,سوبارو,Subaru
977,تعديل الاسم,المركبات > سيارات > سوزوكي,سوزوكي,Suzuki
978,تعديل الاسم,المركبات > سيارات > سيات,سيات,SEAT
979,تعديل الاسم,المركبات > سيارات > سيتروين,سيتروين,Citroën
980,تعديل الاسم,المركبات > سيارات > سينترو,سينترو,Cenntro
981,تعديل الاسم,المركبات > سيارات > شيري,شيري,Chery
982,تعديل الاسم,المركبات > سيارات > شيفروليه,شيفروليه,Chevrolet
983,تعديل الاسم,المركبات > سيارات > فاندرهول,فاندرهول,Vanderhall
984,تعديل الاسم,المركبات > سيارات > فورد,فورد,Ford
985,تعديل الاسم,المركبات > سيارات > فولتا,فولتا,Volta
986,تعديل الاسم,المركبات > سيارات > فولفو,فولفو,Volvo
987,تعديل الاسم,المركبات > سيارات > فولكس فاغن,فولكس فاغن,Volkswagen
988,تعديل الاسم,المركبات > سيارات > فيات,فيات,Fiat
989,تعديل الاسم,المركبات > سيارات > فيراري,فيراري,Ferrari
990,تعديل الاسم,المركبات > سيارات > كاديلاك,كاديلاك,Cadillac
991,تعديل الاسم,المركبات > سيارات > كرايسلر,كرايسلر,Chrysler
992,تعديل الاسم,المركبات > سيارات > كوبا,كوبا,Kuba
993,تعديل الاسم,المركبات > سيارات > كوبرا,كوبرا,Cupra
994,تعديل الاسم,المركبات > سيارات > كيا,كيا,Kia
995,تعديل الاسم,المركبات > سيارات > لادا,لادا,Lada
996,تعديل الاسم,المركبات > سيارات > لامبورغيني,لامبورغيني,Lamborghini
997,تعديل الاسم,المركبات > سيارات > لانشيا,لانشيا,Lancia
998,تعديل الاسم,المركبات > سيارات > لكزس,لكزس,Lexus
999,تعديل الاسم,المركبات > سيارات > لوتس,لوتس,Lotus
1000,تعديل الاسم,المركبات > سيارات > لوكي,لوكي,Luqi
1001,تعديل الاسم,المركبات > سيارات > ليب موتور,ليب موتور,Leapmotor
1002,تعديل الاسم,المركبات > سيارات > لينكولن,لينكولن,Lincoln
1003,تعديل الاسم,المركبات > سيارات > ماركوس,ماركوس,Marcos
1004,تعديل الاسم,المركبات > سيارات > مازدا,مازدا,Mazda
1005,تعديل الاسم,المركبات > سيارات > مازيراتي,مازيراتي,Maserati
1006,تعديل الاسم,المركبات > سيارات > ماكلارين,ماكلارين,McLaren
1007,تعديل الاسم,المركبات > سيارات > مرسيدس-بنز,مرسيدس-بنز,Mercedes-Benz
1008,تعديل الاسم,المركبات > سيارات > مورغان,مورغان,Morgan
1009,تعديل الاسم,المركبات > سيارات > ميتسوبيشي,ميتسوبيشي,Mitsubishi
1010,تعديل الاسم,المركبات > سيارات > ميني,ميني,MINI
1011,تعديل الاسم,المركبات > سيارات > نيسان,نيسان,Nissan
1012,تعديل الاسم,المركبات > سيارات > نيغمر,نيغمر,Niğmer
1013,تعديل الاسم,المركبات > سيارات > نيف,نيف,Nieve
1014,تعديل الاسم,المركبات > سيارات > هوندا,هوندا,Honda
1015,تعديل الاسم,المركبات > سيارات > هيونداي,هيونداي,Hyundai
1016,تعديل الاسم,المركبات > سيارات > يوكي,يوكي,Yuki
1017,تعديل الاسم,المركبات > مركبة المهام المساعدة > أوديس,أوديس,ODES
1018,تعديل الاسم,المركبات > مركبة المهام المساعدة > إكس آند واي,إكس آند واي,X&Y
1019,تعديل الاسم,المركبات > مركبة المهام المساعدة > باجي,باجي,Buggy
1020,تعديل الاسم,المركبات > مركبة المهام المساعدة > بولاريس,بولاريس,Polaris
1021,تعديل الاسم,المركبات > مركبة المهام المساعدة > جون دير,جون دير,John Deere
1022,تعديل الاسم,المركبات > مركبة المهام المساعدة > سي إف موتو,سي إف موتو,CF Moto
1023,تعديل الاسم,المركبات > مركبة المهام المساعدة > سيجواي,سيجواي,Segway
1024,تعديل الاسم,المركبات > مركبة المهام المساعدة > كان-آم,كان-آم,Can-Am
1025,تعديل الاسم,المركبات > مركبة المهام المساعدة > كانوني,كانوني,Kanuni
1026,تعديل الاسم,المركبات > مركبة المهام المساعدة > كاواساكي,كاواساكي,Kawasaki
1027,تعديل الاسم,المركبات > مركبة المهام المساعدة > كوبا,كوبا,Kuba
1028,تعديل الاسم,المركبات > مركبة المهام المساعدة > موتولوكس,موتولوكس,Motolux
1029,تعديل الاسم,المركبات > مركبة المهام المساعدة > مونديال,مونديال,Mondial
1030,تعديل الاسم,المركبات > مركبة المهام المساعدة > يوكي,يوكي,Yuki
1031,تعديل الاسم,سلع مستعملة وجديدة > أخرى > آلات البيع,آلات البيع,ماكينة بيع ذاتي
1032,تعديل الاسم,سلع مستعملة وجديدة > أخرى > أشياء غير عادية,أشياء غير عادية,أشياء نادرة أو غريبة
1033,تعديل الاسم,سلع مستعملة وجديدة > أخرى > اكسسوارات التبغ,اكسسوارات التبغ,إكسسوارات التدخين
1034,تعديل الاسم,سلع مستعملة وجديدة > أخرى > العطلات والمناسبات الخاصة,العطلات والمناسبات الخاصة,أغراض مناسبات وأعياد
1035,تعديل الاسم,سلع مستعملة وجديدة > أخرى > المنتجات الترويجية,المنتجات الترويجية,منتجات دعائية
1036,تعديل الاسم,سلع مستعملة وجديدة > أخرى > براندس فور سالي,براندس فور سالي,علامات تجارية للبيع
1037,تعديل الاسم,سلع مستعملة وجديدة > أخرى > تاتتوس & بودي ارت,تاتتوس & بودي ارت,وشوم وفنون الجسد
1038,تعديل الاسم,سلع مستعملة وجديدة > أخرى > تذاكر الحفلات والمناسبات,تذاكر الحفلات والمناسبات,تذكرة دخول حفلة
1039,تعديل الاسم,سلع مستعملة وجديدة > أخرى > مبيدات الحشرات والقوارض,مبيدات الحشرات والقوارض,مبيد حشرات وفئران
1040,تعديل الاسم,سلع مستعملة وجديدة > أغذية وأعلاف > أطعمة معلبة,أطعمة معلبة,طعام معلب
1041,تعديل الاسم,سلع مستعملة وجديدة > أغذية وأعلاف > جراينس,جراينس,حبوب
1042,تعديل الاسم,سلع مستعملة وجديدة > أغذية وأعلاف > حلويات وعلكة,حلويات وعلكة,حلوى وعلكة
1043,تعديل الاسم,سلع مستعملة وجديدة > أغذية وأعلاف > درييد نوتس,درييد نوتس,مكسرات وفواكه مجففة
1044,تعديل الاسم,سلع مستعملة وجديدة > أغذية وأعلاف > سلال الفاكهة والجملة,سلال الفاكهة والجملة,سلال فواكه
1045,تعديل الاسم,سلع مستعملة وجديدة > أغذية وأعلاف > فواكه وخضروات,فواكه وخضروات,فاكهة وخضار
1046,تعديل الاسم,سلع مستعملة وجديدة > أغذية وأعلاف > لحوم وأسماك,لحوم وأسماك,لحوم وسمك
1047,تعديل الاسم,سلع مستعملة وجديدة > أغذية وأعلاف > مأكولات شهية,مأكولات شهية,مقبلات ومأكولات جاهزة
1048,تعديل الاسم,سلع مستعملة وجديدة > أغذية وأعلاف > مشروبات,مشروبات,مشروب
1049,تعديل الاسم,سلع مستعملة وجديدة > أنتيكات > أدوات,أدوات,أدوات قديمة
1050,تعديل الاسم,سلع مستعملة وجديدة > أنتيكات > إضاءة,إضاءة,إنارة قديمة
1051,تعديل الاسم,سلع مستعملة وجديدة > أنتيكات > إكسسوارات,إكسسوارات,إكسسوارات قديمة
1052,تعديل الاسم,سلع مستعملة وجديدة > أنتيكات > المنزل والحديقة,المنزل والحديقة,منزل وحديقة
1053,تعديل الاسم,سلع مستعملة وجديدة > أنتيكات > قطع,قطع,قطع قديمة
1054,تعديل الاسم,سلع مستعملة وجديدة > أنتيكات > ماكينات,ماكينات,ماكينات قديمة
1055,تعديل الاسم,سلع مستعملة وجديدة > أنتيكات > منتجات ديكور,منتجات ديكور,تحف وديكور قديم
1056,تعديل الاسم,سلع مستعملة وجديدة > أنتيكات > منسوجات,منسوجات,سجاد ومفروشات قديمة
1057,تعديل الاسم,سلع مستعملة وجديدة > إلكترونيات تقنية > أجهزة فحص واختبار,أجهزة فحص واختبار,جهاز فحص واختبار
1058,تعديل الاسم,سلع مستعملة وجديدة > إلكترونيات تقنية > أجهزة كشف المعادن,أجهزة كشف المعادن,جهاز كشف معادن
1059,تعديل الاسم,سلع مستعملة وجديدة > إلكترونيات تقنية > أجهزة لاسلكي,أجهزة لاسلكي,جهاز لاسلكي
1060,تعديل الاسم,سلع مستعملة وجديدة > إلكترونيات تقنية > إمدادات الطاقة والمحولات,إمدادات الطاقة والمحولات,مزود طاقة ومحول
1061,تعديل الاسم,سلع مستعملة وجديدة > إلكترونيات تقنية > بطاريات,بطاريات,بطارية
1062,تعديل الاسم,سلع مستعملة وجديدة > إلكترونيات تقنية > دوائر وتجميع إلكتروني,دوائر وتجميع إلكتروني,قطع وتجميع إلكتروني
1063,تعديل الاسم,سلع مستعملة وجديدة > إلكترونيات تقنية > سكاليس,سكاليس,ميزان
1064,تعديل الاسم,سلع مستعملة وجديدة > إلكترونيات تقنية > قطع,قطع,قطع إلكترونية
1065,تعديل الاسم,سلع مستعملة وجديدة > إلكترونيات تقنية > مؤشرات الليزر والمصابيح الكاشفة,مؤشرات الليزر والمصابيح الكاشفة,مؤشر ليزر وكشاف
1066,تعديل الاسم,سلع مستعملة وجديدة > إلكترونيات منزلية > أجهزة صوت محمولة,أجهزة صوت محمولة,جهاز صوت محمول
1067,تعديل الاسم,سلع مستعملة وجديدة > إلكترونيات منزلية > أجهزة ومعدات الأقمار الصناعية,أجهزة ومعدات الأقمار الصناعية,ستلايت ومستلزماته
1068,تعديل الاسم,سلع مستعملة وجديدة > إلكترونيات منزلية > أنظمة أمان,أنظمة أمان,كاميرات وأنظمة أمان
1069,تعديل الاسم,سلع مستعملة وجديدة > إلكترونيات منزلية > أنظمة المنزل الذكي,أنظمة المنزل الذكي,أجهزة منزل ذكي
1070,تعديل الاسم,سلع مستعملة وجديدة > إلكترونيات منزلية > أنظمة عرض وصورة,أنظمة عرض وصورة,أجهزة عرض وصورة
1071,تعديل الاسم,سلع مستعملة وجديدة > إلكترونيات منزلية > الصوتيات المنزلية,الصوتيات المنزلية,سماعات ونظام صوت منزلي
1072,تعديل الاسم,سلع مستعملة وجديدة > إلكترونيات منزلية > تلفزيونات,تلفزيونات,تلفزيون
1073,تعديل الاسم,سلع مستعملة وجديدة > إلكترونيات منزلية > هواتف,هواتف,هاتف
1074,تعديل الاسم,سلع مستعملة وجديدة > الأم والطفل > أثاث,أثاث,أثاث أطفال
1075,تعديل الاسم,سلع مستعملة وجديدة > الأم والطفل > ألعاب,ألعاب,ألعاب أطفال
1076,تعديل الاسم,سلع مستعملة وجديدة > الأم والطفل > أمان,أمان,حماية الطفل
1077,تعديل الاسم,سلع مستعملة وجديدة > الأم والطفل > التغذية والإطعام,التغذية والإطعام,أكل وإطعام الطفل
1078,تعديل الاسم,سلع مستعملة وجديدة > الأم والطفل > الصحة والعناية,الصحة والعناية,صحة وعناية الطفل
1079,تعديل الاسم,سلع مستعملة وجديدة > الأم والطفل > حمام,حمام,حمام الطفل
1080,تعديل الاسم,سلع مستعملة وجديدة > الأم والطفل > ديكور الغرف,ديكور الغرف,ديكور غرفة الطفل
1081,تعديل الاسم,سلع مستعملة وجديدة > الأم والطفل > مستلزمات رضاعة,مستلزمات رضاعة,رضّاعة وأغراض رضاعة
1082,تعديل الاسم,سلع مستعملة وجديدة > الأم والطفل > ملابس المواليد,ملابس المواليد,ملابس مواليد
1083,تعديل الاسم,سلع مستعملة وجديدة > الأم والطفل > منسوجات منزلية,منسوجات منزلية,بياضات ومفارش أطفال
1084,تعديل الاسم,سلع مستعملة وجديدة > الأم والطفل > مواصلات,مواصلات,عرباية وكرسي سيارة للأطفال
1085,تعديل الاسم,سلع مستعملة وجديدة > الأم والطفل > هدايا ومقتنيات المواليد,هدايا ومقتنيات المواليد,هدايا مواليد
1086,تعديل الاسم,سلع مستعملة وجديدة > تصوير وكاميرات > إكسسوارات العدسات,إكسسوارات العدسات,إكسسوارات عدسات
1087,تعديل الاسم,سلع مستعملة وجديدة > تصوير وكاميرات > تلسكوبات,تلسكوبات,تلسكوب
1088,تعديل الاسم,سلع مستعملة وجديدة > تصوير وكاميرات > عدسات وفلاتر,عدسات وفلاتر,عدسة
1089,تعديل الاسم,سلع مستعملة وجديدة > تصوير وكاميرات > كاميرات تصوير رقمية,كاميرات تصوير رقمية,كاميرا رقمية
1090,تعديل الاسم,سلع مستعملة وجديدة > تصوير وكاميرات > كاميرات فيديو,كاميرات فيديو,كاميرا فيديو
1091,تعديل الاسم,سلع مستعملة وجديدة > تصوير وكاميرات > كاميرات فيلم تناظرية,كاميرات فيلم تناظرية,كاميرا فيلم
1092,تعديل الاسم,سلع مستعملة وجديدة > تصوير وكاميرات > كاميرات للإيجار,كاميرات للإيجار,كاميرا للإيجار
1093,تعديل الاسم,سلع مستعملة وجديدة > تصوير وكاميرات > مناظير,مناظير,منظار
1094,تعديل الاسم,سلع مستعملة وجديدة > ديكور المنزل > أدوات مطبخ,أدوات مطبخ,أغراض مطبخ
1095,تعديل الاسم,سلع مستعملة وجديدة > ديكور المنزل > فنون وأشغال يدوية,فنون وأشغال يدوية,لوحات وأشغال يدوية
1096,تعديل الاسم,سلع مستعملة وجديدة > ديكور المنزل > منتجات تنظيف,منتجات تنظيف,مواد وأدوات تنظيف
1097,تعديل الاسم,سلع مستعملة وجديدة > ديكور المنزل > منتجات ديكور,منتجات ديكور,ديكورات منزلية
1098,تعديل الاسم,سلع مستعملة وجديدة > ديكور المنزل > منسوجات منزلية,منسوجات منزلية,بياضات ومفارش
1099,تعديل الاسم,سلع مستعملة وجديدة > ساعات ومنبهات > ساعات,ساعات,ساعة
1100,تعديل الاسم,سلع مستعملة وجديدة > ساعات ومنبهات > ساعات الحائط,ساعات الحائط,ساعة حائط
1101,تعديل الاسم,سلع مستعملة وجديدة > ساعات ومنبهات > ساعات الطاولة,ساعات الطاولة,ساعة طاولة
1102,تعديل الاسم,سلع مستعملة وجديدة > ساعات ومنبهات > قطع وإكسسوارات,قطع وإكسسوارات,قطع وإكسسوارات ساعات
1103,تعديل الاسم,سلع مستعملة وجديدة > كمبيوتر > خوادم ومكونات,خوادم ومكونات,سيرفرات وقطعها
1104,تعديل الاسم,سلع مستعملة وجديدة > كمبيوتر > لابتوبات ونوت بوك,لابتوبات ونوت بوك,لابتوب
1105,تعديل الاسم,سلع مستعملة وجديدة > كمبيوتر > نطاقات واستضافة وبرمجيات,نطاقات واستضافة وبرمجيات,نطاقات واستضافة
1106,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات الحدائق والبناء > أدوات يدوية,أدوات يدوية,عدة وأدوات يدوية
1107,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات الحدائق والبناء > حديقة,حديقة,أغراض حديقة
1108,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات الحدائق والبناء > ملابس ومستلزمات السلامة المهنية,ملابس ومستلزمات السلامة المهنية,لباس ومعدات سلامة
1109,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > أجهزة ألعاب ووحدات تحكم,أجهزة ألعاب ووحدات تحكم,أجهزة ألعاب
1110,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > ألعاب,ألعاب,ألعاب فيديو
1111,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين > معدات ألعاب,معدات ألعاب,إكسسوارات ألعاب
1112,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات المكتب والقرطاسية > آلات مكتبية,آلات مكتبية,معدات مكتبية
1113,تعديل الاسم,سلع مستعملة وجديدة > ملابس وإكسسوارات > أزياء تنكرية,أزياء تنكرية,زي تنكري
1114,تعديل الاسم,سلع مستعملة وجديدة > ملابس وإكسسوارات > حقائب وأمتعة,حقائب وأمتعة,حقيبة سفر
1115,تعديل الاسم,سلع مستعملة وجديدة > ملابس وإكسسوارات > رجالي,رجالي,ملابس رجالي
1116,تعديل الاسم,سلع مستعملة وجديدة > ملابس وإكسسوارات > للجنسين,للجنسين,ملابس للجنسين
1117,تعديل الاسم,سلع مستعملة وجديدة > ملابس وإكسسوارات > ملابس زفاف,ملابس زفاف,فستان عرس وملابس زفاف
1118,تعديل الاسم,سلع مستعملة وجديدة > ملابس وإكسسوارات > نسائي,نسائي,ملابس نسائي
1119,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > الهواتف المحمولة المجددة,الهواتف المحمولة المجددة,موبايلات مجددة
1120,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > تقنيات قابلة للارتداء,تقنيات قابلة للارتداء,أجهزة قابلة للارتداء
1121,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > رقم,رقم,أرقام وخطوط هاتف
1122,تعديل الاسم,سلع مستعملة وجديدة > هواتف وإكسسوارات > قطع,قطع,قطع غيار هواتف
1123,تعديل الاسم,سلع مستعملة وجديدة > هوايات وألعاب > ألعاب,ألعاب,لعبة
1124,تعديل الاسم,سلع مستعملة وجديدة > هوايات وألعاب > ألعاب طاولة,ألعاب طاولة,لعبة طاولة
1125,تعديل الاسم,سلع مستعملة وجديدة > هوايات وألعاب > ألعاب وترفيه تجاري,ألعاب وترفيه تجاري,ألعاب صالات وترفيه
1126,تعديل الاسم,سلع مستعملة وجديدة > هوايات وألعاب > مركبات تحكم لاسلكي,مركبات تحكم لاسلكي,سيارة تحكم لاسلكي
1127,تعديل الاسم,سلع مستعملة وجديدة > هوايات وألعاب > منتجات البازل,منتجات البازل,بازل
1128,تعديل الاسم,الآلات والمعدات > الآلات الزراعية,الآلات الزراعية,معدات وآلات زراعية
1129,تعديل الاسم,الآلات والمعدات > الصناعة,الصناعة,معدات صناعية
1130,تعديل الاسم,الآلات والمعدات > الكهرباء والطاقة,الكهرباء والطاقة,معدات كهرباء وطاقة
1131,تعديل الاسم,الآلات والمعدات > معدات الإنشاءات,معدات الإنشاءات,معدات بناء وإنشاءات
1132,تعديل الاسم,الحيوانات الأليفة والمواشي > الأعلاف والطعام,الأعلاف والطعام,أعلاف وطعام
1133,تعديل الاسم,الحيوانات الأليفة والمواشي > الإكسسوارات والمعدات,الإكسسوارات والمعدات,مستلزمات وإكسسوارات
1134,تعديل الاسم,الحيوانات الأليفة والمواشي > الحيوانات الكبيرة,الحيوانات الكبيرة,مواشي وحيوانات كبيرة
1135,تعديل الاسم,العقارات > سكن,سكن,سكني
1136,تعديل الاسم,العقارات > عقار تجاري,عقار تجاري,تجاري
1137,تعديل الاسم,المركبات > رباعية الدفع,رباعية الدفع,دراجة رباعية الدفع 
1138,تعديل الاسم,المركبات > سيارات الدفع الرباعي والبيك آب,سيارات الدفع الرباعي والبيك آب,سيارات دفع رباعي وبيك آب
1139,تعديل الاسم,المركبات > مركبة المهام المساعدة,مركبة المهام المساعدة,مركبات خدمات
1140,تعديل الاسم,الوظائف > الإدارة والمكاتب,الإدارة والمكاتب,إدارة ومكاتب
1141,تعديل الاسم,الوظائف > الإعلام والراديو والتلفزيون,الإعلام والراديو والتلفزيون,إعلام وتلفزيون
1142,تعديل الاسم,الوظائف > البناء والإنشاءات,البناء والإنشاءات,بناء ومقاولات
1143,تعديل الاسم,الوظائف > البيع بالتجزئة والتجارة,البيع بالتجزئة والتجارة,تجارة وبيع بالتجزئة
1144,تعديل الاسم,الوظائف > الترفيه والفعاليات,الترفيه والفعاليات,فعاليات وترفيه
1145,تعديل الاسم,الوظائف > التسويق وإدارة المنتج,التسويق وإدارة المنتج,تسويق وإدارة منتجات
1146,تعديل الاسم,الوظائف > التوصيل والطرود,التوصيل والطرود,توصيل وطرود
1147,تعديل الاسم,الوظائف > الضيافة والفنادق,الضيافة والفنادق,فنادق وضيافة
1148,تعديل الاسم,الوظائف > اللوجستيات والنقل,اللوجستيات والنقل,لوجستيات ونقل
1149,تعديل الاسم,الوظائف > المحاسبة والمالية والبنوك,المحاسبة والمالية والبنوك,محاسبة وبنوك
1150,تعديل الاسم,الوظائف > تقنية المعلومات وتطوير البرمجيات,تقنية المعلومات وتطوير البرمجيات,تقنية معلومات وبرمجة
1151,تعديل الاسم,الوظائف > وظائف جزئية وأعمال إضافية,وظائف جزئية وأعمال إضافية,دوام جزئي وأعمال إضافية
1152,تعديل الاسم,دروس خصوصية > تحضير الاختبارات,تحضير الاختبارات,تحضير امتحانات
1153,تعديل الاسم,دروس خصوصية > تدريب رياضي ولياقة,تدريب رياضي ولياقة,رياضة ولياقة
1154,تعديل الاسم,دروس خصوصية > تنمية الطفل والتعلم المبكر,تنمية الطفل والتعلم المبكر,تنمية الطفل والتعليم المبكر
1155,تعديل الاسم,دروس خصوصية > فنون ومهارات إبداعية,فنون ومهارات إبداعية,فنون وإبداع
1156,تعديل الاسم,دروس خصوصية > مهارات الكمبيوتر والتقنية,مهارات الكمبيوتر والتقنية,كمبيوتر وتقنية
1157,تعديل الاسم,سلع مستعملة وجديدة > أنتيكات,أنتيكات,تحف وأنتيكات
1158,تعديل الاسم,سلع مستعملة وجديدة > إلكترونيات تقنية,إلكترونيات تقنية,أجهزة تقنية
1159,تعديل الاسم,سلع مستعملة وجديدة > ساوسيبانس,ساوسيبانس,طنجرة
1160,تعديل الاسم,سلع مستعملة وجديدة > سيوينج & يمبرويديري,سيوينج & يمبرويديري,خياطة وتطريز
1161,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات الحدائق والبناء,مستلزمات الحدائق والبناء,أغراض حديقة وبناء
1162,تعديل الاسم,سلع مستعملة وجديدة > مستلزمات اللاعبين,مستلزمات اللاعبين,مستلزمات الألعاب
1163,تعديل الاسم,قطع غيار السيارات > معدات الدراجات النارية,معدات الدراجات النارية,إكسسوارات دراجات نارية
1164,تعديل الاسم,قطع غيار السيارات > معدات السيارات,معدات السيارات,قطع وإكسسوارات السيارات
1165,تعديل الاسم,قطع غيار السيارات > معدات المركبات البحرية,معدات المركبات البحرية,إكسسوارات المركبات البحرية
1166,تعديل الاسم,خدمات المساعدة المنزلية,خدمات المساعدة المنزلية,خدمات منزلية
1167,تعديل الاسم,سلع مستعملة وجديدة,سلع مستعملة وجديدة,سلع جديدة ومستعملة
